OBJECTID,ORIG_FID,Shape_Length,Longitude,Latitude,Z
813,40,0,-116.0137633,32.72361037,199.9992664
814,40,0,-116.0134955,32.72361319,199.9949613
815,40,0,-116.0132486,32.72350417,199.9992604
816,40,0,-116.0129448,32.72346471,200.0004682
817,40,0,-116.0126799,32.72355578,199.9994612
818,40,0,-116.0124156,32.72344678,200.0008252
819,40,0,-116.0121004,32.72340845,199.9998564
820,40,0,-116.0118328,32.72324316,200.0015027
821,40,0,-116.0115222,32.7232443,199.9995985
822,40,0,-116.0112648,32.72306953,199.9966883
823,40,0,-116.0109732,32.72294721,200.000161
824,40,0,-116.0107055,32.722836,200.0049645
825,40,0,-116.0104326,32.72268624,200.0003569
826,40,0,-116.010118,32.72267695,199.997378
827,40,0,-116.009868,32.72249317,200.0006956
828,40,0,-116.0096274,32.72231063,200.0003623
829,40,0,-116.0093615,32.72242781,200.0023273
830,40,0,-116.0091387,32.72265344,200.0080545
831,40,0,-116.008884,32.72267186,200.0030903
832,40,0,-116.0088039,32.72236683,199.9999616
833,40,0,-116.0089669,32.72215817,200.0143313
834,40,0,-116.0092295,32.72199541,199.9833582
835,40,0,-116.0090956,32.72173441,200.0091211
836,40,0,-116.0088926,32.72150033,200.0005939
837,40,0,-116.0087405,32.72123838,199.9770183
838,40,0,-116.00866,32.72097343,200.0002346
839,40,0,-116.0086014,32.72066382,200.0041769
840,40,0,-116.0084301,32.7204033,199.9992846
841,40,0,-116.0081978,32.72022683,200.00209
842,40,0,-116.0081289,32.71993383,199.9965895
843,40,0,-116.0079317,32.71968599,199.994201
844,40,0,-116.0077897,32.71942907,199.9842797
845,40,0,-116.0077852,32.71914402,199.9999878
846,40,0,-116.0078573,32.71885634,200.0002012
847,40,0,-116.0079204,32.7185484,200.0005459
848,40,0,-116.0080834,32.71828236,199.9991444
849,40,0,-116.0080263,32.71810278,199.9981384
850,40,0,-116.0077117,32.71809089,199.9657098
851,40,0,-116.0073922,32.71808362,200.0052503
852,40,0,-116.0071026,32.71808364,200.0864559
853,40,0,-116.0068992,32.71785412,200.0012156
854,40,0,-116.0068917,32.71757188,200.002562
855,40,0,-116.0070731,32.71730891,200.0021982
856,40,0,-116.0073519,32.71719059,199.9745577
857,40,0,-116.0075638,32.71703693,199.9995035
858,40,0,-116.0072497,32.7170312,199.9959108
859,40,0,-116.0069379,32.71698602,200.0003888
860,40,0,-116.0067314,32.71682358,200.0001681
861,40,0,-116.00673,32.71680556,200
862,41,0,-116.0194241,32.72680556,200.0000001
863,41,0,-116.0194241,32.72680556,200.0000001
864,42,0,-116.0202315,32.7269452,199.9999997
865,42,0,-116.0202142,32.72686768,199.9943506
866,42,0,-116.0198957,32.72687184,199.9599449
867,42,0,-116.0200541,32.72693036,200.0035068
868,42,0,-116.0202315,32.7269452,199.9999997
869,43,0,-116.0202933,32.72722566,199.9774049
870,43,0,-116.0199826,32.72728979,199.9757928
871,43,0,-116.0196659,32.72728147,199.9486584
872,43,0,-116.0194209,32.72707896,199.9905536
873,43,0,-116.0191292,32.72695564,199.995122
874,43,0,-116.0191104,32.72693514,200.0280414
875,44,0,-116.0059933,32.72726852,179.9999998
876,44,0,-116.0062632,32.72728625,180.0299558
877,44,0,-116.006127,32.72755711,179.957534
878,44,0,-116.0059483,32.72740468,180.0003532
879,44,0,-116.0059933,32.72726852,179.9999998
880,45,0,-116.0208262,32.7272719,200.0002186
881,45,0,-116.0206812,32.72702036,200.0031874
882,45,0,-116.0205005,32.72707613,200.0078804
883,45,0,-116.0203866,32.72715583,199.9571683
884,46,0,-116.0217839,32.72752183,209.9601767
885,46,0,-116.0221039,32.72753451,209.9697519
886,46,0,-116.022423,32.72755083,209.9990371
887,46,0,-116.0227373,32.72748918,210.000095
888,46,0,-116.0230407,32.72738642,210.00233
889,46,0,-116.0229007,32.72722608,210.0011442
890,46,0,-116.023034,32.72709917,210.0048786
891,46,0,-116.0229877,32.72689524,210.0009024
892,46,0,-116.02288,32.72677613,209.9888276
893,46,0,-116.02256,32.72675674,209.9988607
894,46,0,-116.0222399,32.72673642,209.9916343
895,46,0,-116.0219202,32.72671107,209.99693
896,46,0,-116.0216703,32.72656458,210.0152293
897,46,0,-116.021625,32.72625572,209.9999535
898,46,0,-116.0215153,32.72605193,210.018066
899,46,0,-116.0211993,32.72603237,210.0083719
900,46,0,-116.0208807,32.72601359,210.0000342
901,46,0,-116.0205753,32.72608428,210.0084543
902,46,0,-116.0204081,32.72588295,210.0035469
903,46,0,-116.0205315,32.72559498,210.0368017
904,46,0,-116.0204848,32.72548244,210.2432848
905,46,0,-116.0205775,32.72520368,210.0478059
906,46,0,-116.0204861,32.72494659,210.0226472
907,46,0,-116.0203735,32.72517763,210.0174422
908,46,0,-116.020135,32.72535435,209.9825734
909,46,0,-116.0198807,32.72538968,209.9864281
910,46,0,-116.0196212,32.72534197,209.9877533
911,46,0,-116.0194502,32.72517114,209.9829473
912,46,0,-116.0192418,32.72518746,209.9953946
913,46,0,-116.018942,32.72520724,209.9967093
914,46,0,-116.0186557,32.72509983,210.0000199
915,46,0,-116.0185995,32.72480381,209.993624
916,46,0,-116.0185469,32.7245189,210.009052
917,46,0,-116.0183632,32.72434352,209.9529598
918,46,0,-116.0185131,32.72407341,210.0014697
919,46,0,-116.0186704,32.72380531,210.0391474
920,46,0,-116.0186594,32.72358643,209.9984156
921,46,0,-116.018401,32.7237429,210.0188752
922,46,0,-116.0181507,32.72388531,210.0019621
923,46,0,-116.0179457,32.72401571,210.0116563
924,46,0,-116.0177055,32.72418289,210.0574882
925,46,0,-116.0174761,32.72439431,209.9863467
926,46,0,-116.01725,32.72461857,209.9903781
927,46,0,-116.0170217,32.72483119,209.9760698
928,46,0,-116.0168569,32.72509564,210.0174136
929,46,0,-116.0166338,32.72516206,210.0108454
930,46,0,-116.0166583,32.72485524,209.9977468
931,46,0,-116.0167135,32.72453978,209.9999919
932,46,0,-116.0167435,32.72422972,209.9939302
933,46,0,-116.0168422,32.72394934,210.0023137
934,46,0,-116.0170565,32.72371832,209.9866252
935,46,0,-116.0169384,32.72352731,209.9589163
936,46,0,-116.0167168,32.72356528,210.0011412
937,46,0,-116.0164643,32.72375668,209.9933081
938,46,0,-116.0161695,32.7238791,209.99587
939,46,0,-116.0159567,32.72410152,210.0065879
940,46,0,-116.0156661,32.72403009,209.9983159
941,46,0,-116.0153817,32.7239222,209.9979041
942,46,0,-116.015131,32.72372619,210.0013249
943,46,0,-116.0150239,32.72345206,210.0006141
944,46,0,-116.0149234,32.72315873,209.9709339
945,46,0,-116.0148102,32.72287414,210.003785
946,46,0,-116.014565,32.72272844,210.0018244
947,46,0,-116.0142562,32.72273801,209.9998242
948,46,0,-116.0140624,32.7225439,209.992773
949,46,0,-116.0141882,32.72226192,209.9755789
950,46,0,-116.0143095,32.72196741,209.9967012
951,46,0,-116.0144202,32.7216679,209.9992497
952,46,0,-116.0145647,32.72138679,210.0071729
953,46,0,-116.0144122,32.7212888,209.9984742
954,46,0,-116.0141372,32.72124368,209.9963193
955,46,0,-116.0138437,32.72116612,210.0007985
956,46,0,-116.0135465,32.72107841,210.002011
957,46,0,-116.0132449,32.72101691,209.9991803
958,46,0,-116.012939,32.72105078,209.9944348
959,46,0,-116.0126344,32.72100818,209.9991436
960,46,0,-116.0125261,32.72071392,210.0108143
961,46,0,-116.0122486,32.72057408,210.001614
962,46,0,-116.0119574,32.72045374,209.9936859
963,46,0,-116.0116747,32.72032875,209.9998388
964,46,0,-116.0113895,32.72026221,209.9999847
965,46,0,-116.011375,32.72010423,209.9823667
966,46,0,-116.0116401,32.7199449,210.0020532
967,46,0,-116.0114846,32.71970046,210.0003639
968,46,0,-116.0112391,32.71951387,209.9951854
969,46,0,-116.0110436,32.71926834,209.9989447
970,46,0,-116.0108526,32.71903406,210.0005
971,46,0,-116.0108442,32.7187304,209.997303
972,46,0,-116.0107829,32.71843242,210.0001024
973,46,0,-116.0105568,32.71827795,209.9999787
974,46,0,-116.0103714,32.71812553,210.0007264
975,46,0,-116.0103616,32.71782277,209.9995984
976,46,0,-116.0105855,32.71762065,209.984243
977,46,0,-116.0108992,32.71755811,210.0144522
978,46,0,-116.0110478,32.7174023,209.9919872
979,46,0,-116.0107727,32.71727087,209.9945279
980,46,0,-116.0108183,32.71708333,210
981,47,0,-116.0273611,32.72763839,210.0000001
982,47,0,-116.0270482,32.7275718,210.0134194
983,47,0,-116.0267287,32.72755647,210.0033956
984,47,0,-116.0264084,32.72754376,210.0025851
985,47,0,-116.0260899,32.72756944,209.9829065
986,47,0,-116.0257718,32.72758532,209.9726874
987,47,0,-116.02594,32.72748706,209.9488582
988,47,0,-116.0262444,32.72740543,209.9995413
989,47,0,-116.026563,32.72736931,210.002071
990,47,0,-116.0268782,32.72731526,210.0000025
991,47,0,-116.0271524,32.72723932,210.0063553
992,47,0,-116.026939,32.72709496,209.9975295
993,47,0,-116.0266211,32.72707697,210.0044494
994,47,0,-116.0263082,32.72712103,210.0307285
995,47,0,-116.0259907,32.72715574,210.0385321
996,47,0,-116.0256776,32.72721082,209.9969002
997,47,0,-116.0253701,32.72725748,209.9996658
998,47,0,-116.025068,32.72734648,209.9958716
999,47,0,-116.0247708,32.72745812,209.9931822
1000,47,0,-116.024463,32.72753492,209.9819412
1001,47,0,-116.0241517,32.7276097,210.0141116
1002,47,0,-116.023838,32.72767517,210.0016102
1003,47,0,-116.0235212,32.7277206,210.0006716
1004,47,0,-116.0232096,32.72778738,209.9956476
1005,47,0,-116.0228909,32.72777144,210.0000714
1006,47,0,-116.0225715,32.72778688,209.978086
1007,47,0,-116.0222644,32.7277087,209.99271
1008,47,0,-116.0219457,32.7276781,209.9944225
1009,47,0,-116.0218191,32.72762755,210.0373517
1010,48,0,-116.0251655,32.72763889,209.9999998
1011,48,0,-116.0251655,32.72763889,209.9999998
1012,49,0,-116.0181221,32.72793694,190.0002994
1013,49,0,-116.0181221,32.72793694,190.0002994
1014,50,0,-116.0179273,32.72811245,189.9926091
1015,50,0,-116.0179273,32.72811245,189.9926091
1016,51,0,-116.0009744,32.72819666,159.9938372
1017,51,0,-116.0009744,32.72819666,159.9938372
1018,52,0,-116.0275518,32.72829254,209.9927617
1019,52,0,-116.0274368,32.72800268,210.0047217
1020,52,0,-116.0274434,32.72772501,209.9923325
1021,52,0,-116.027442,32.72771976,209.9869059
1022,53,0,-116.0105117,32.72838207,180.0005837
1023,53,0,-116.0105117,32.72838207,180.0005837
1024,54,0,-116.0276389,32.72839544,210
1025,54,0,-116.0276177,32.72835842,209.9867611
1026,55,0,-116.0219137,32.72875,200.0000002
1027,55,0,-116.0219137,32.72875,200.0000002
1028,56,0,-116.0152411,32.72893519,180.0000002
1029,56,0,-116.0152411,32.72893519,180.0000002
1030,57,0,-116.0060856,32.728956,169.9574254
1031,57,0,-116.0060856,32.728956,169.9574254
1032,58,0,-116.0151613,32.72921296,180.0000001
1033,58,0,-116.0151613,32.72921296,180.0000001
1034,59,0,-115.997656,32.72967593,140.0000002
1035,59,0,-115.997656,32.72967593,140.0000002
1036,60,0,-115.9956019,32.73062594,129.9999999
1037,60,0,-115.9956019,32.73058904,130.0000001
1038,61,0,-116.0057379,32.73157121,159.9696638
1039,61,0,-116.0057512,32.7316334,159.9846512
1040,61,0,-116.0057507,32.73155354,160.062509
1041,61,0,-116.0057379,32.73157121,159.9696638
1042,62,0,-116.0064413,32.73384875,159.9883067
1043,62,0,-116.0064413,32.73384875,159.9883067
1044,63,0,-116.0065597,32.73393519,160
1045,63,0,-116.0066904,32.73406195,159.9979517
1046,63,0,-116.0065597,32.73393519,160
1047,64,0,-115.9957502,32.73402778,129.9999996
1048,64,0,-115.9960567,32.73395138,129.9626089
1049,64,0,-115.9963611,32.73386608,130.0578095
1050,64,0,-115.9965246,32.73369527,130.0034254
1051,64,0,-115.9962047,32.73370911,130.0036106
1052,64,0,-115.9958948,32.73377191,129.9817447
1053,64,0,-115.9955774,32.73377513,129.9452603
1054,64,0,-115.9957815,32.73363177,129.9921127
1055,64,0,-115.9960176,32.73347235,130.0000009
1056,64,0,-115.9963301,32.73340213,129.9867773
1057,64,0,-115.9966255,32.7332927,129.9951179
1058,64,0,-115.9967738,32.73308545,130.0065804
1059,64,0,-115.9967717,32.73296877,130.018433
1060,64,0,-115.9965341,32.73278813,129.9988972
1061,64,0,-115.9964206,32.73249653,129.9996539
1062,64,0,-115.9962678,32.7322884,130.008445
1063,64,0,-115.9960805,32.73206171,130.0239929
1064,64,0,-115.9960797,32.73175292,130.0056615
1065,64,0,-115.9961069,32.73143806,129.999765
1066,64,0,-115.9960141,32.73120127,130.0004003
1067,64,0,-115.9959955,32.73104389,130.0235801
1068,64,0,-115.9956919,32.73101265,129.9976015
1069,64,0,-115.9955732,32.73090828,130.134069
1070,65,0,-115.9969321,32.73406171,129.9587183
1071,65,0,-115.9968743,32.73402778,130.0000003
1072,66,0,-115.9969947,32.73412037,130.0000001
1073,66,0,-115.9969822,32.7341118,130.0065253
1074,67,0,-116.000334,32.73430556,140
1075,67,0,-116.0001398,32.73405061,139.999878
1076,67,0,-115.9999319,32.73385867,139.9898985
1077,67,0,-115.9997532,32.73364231,140.0084842
1078,67,0,-115.999494,32.7334619,139.9992762
1079,67,0,-115.9992725,32.73324276,140.0019223
1080,67,0,-115.9990754,32.73300983,140.0000124
1081,67,0,-115.9992204,32.7327831,139.9999862
1082,67,0,-115.9993941,32.73258939,140.0000225
1083,67,0,-115.9991606,32.7324959,139.9773374
1084,67,0,-115.9988483,32.73256356,139.9868628
1085,67,0,-115.9985313,32.7325492,139.9985821
1086,67,0,-115.998353,32.73229572,139.9419284
1087,67,0,-115.9984239,32.7320066,139.9973595
1088,67,0,-115.9983728,32.73184813,139.9990169
1089,67,0,-115.9981047,32.73174701,139.998729
1090,67,0,-115.9978664,32.73191585,140.0053927
1091,67,0,-115.9976035,32.73176951,139.9406339
1092,67,0,-115.9973167,32.7316744,140.000288
1093,67,0,-115.9970067,32.73160326,139.9859674
1094,67,0,-115.9969148,32.73133513,139.9941227
1095,67,0,-115.9970987,32.73108199,140.0357794
1096,67,0,-115.9972317,32.73079434,140.0043398
1097,67,0,-115.9973599,32.73050829,139.9948177
1098,67,0,-115.997291,32.73033757,140.0274939
1099,67,0,-115.9974949,32.73013765,140.0002204
1100,67,0,-115.9978031,32.73010984,140.0192554
1101,67,0,-115.9977842,32.72995737,139.9983906
1102,67,0,-115.9975355,32.72983207,139.9492575
1103,67,0,-115.9974059,32.72975652,139.9962244
1104,67,0,-115.9971357,32.72989492,139.9780148
1105,67,0,-115.9968731,32.72980979,139.9983685
1106,67,0,-115.9968929,32.72949243,140.0010485
1107,67,0,-115.9969549,32.72922647,139.9907078
1108,67,0,-115.9967797,32.72900486,139.9864981
1109,67,0,-115.9965009,32.72885347,139.9955576
1110,67,0,-115.9962488,32.72871949,139.9988546
1111,67,0,-115.9960355,32.72856325,139.9998767
1112,67,0,-115.995787,32.72842124,140.0000001
1113,68,0,-116.0038677,32.73458333,150
1114,68,0,-116.0039628,32.73431576,149.9920704
1115,68,0,-116.0040185,32.73409318,150.0007911
1116,68,0,-116.0038649,32.73382911,150.008591
1117,68,0,-116.0035843,32.73369508,150.0077923
1118,68,0,-116.003353,32.73353992,149.9737366
1119,68,0,-116.0032193,32.73332252,150.0020919
1120,68,0,-116.0029181,32.73331322,149.9994402
1121,68,0,-116.0029815,32.73314624,150.0002937
1122,68,0,-116.0029141,32.73295326,149.9998596
1123,68,0,-116.00266,32.73284539,149.96609
1124,68,0,-116.0023453,32.73283751,150.0259363
1125,68,0,-116.002045,32.73281949,150.0016373
1126,68,0,-116.0022841,32.73265704,149.9954736
1127,68,0,-116.0022619,32.73258139,150.0000702
1128,68,0,-116.0019454,32.73258457,150.0005476
1129,68,0,-116.001764,32.73248954,149.995541
1130,68,0,-116.002045,32.73236436,149.9981164
1131,68,0,-116.0022545,32.73215664,149.9981647
1132,68,0,-116.0021966,32.73200959,149.9737841
1133,68,0,-116.0019734,32.73184704,149.9965543
1134,68,0,-116.001893,32.73158248,149.9978186
1135,68,0,-116.0015936,32.73162691,149.9992234
1136,68,0,-116.0013506,32.73174293,150.0017629
1137,68,0,-116.0012691,32.73149552,150.0020252
1138,68,0,-116.001247,32.73122465,149.9960055
1139,68,0,-116.0009593,32.73126913,150.00424
1140,68,0,-116.0006402,32.73126537,150.0013343
1141,68,0,-116.0003462,32.73114265,149.9986145
1142,68,0,-116.0000642,32.73099172,150.0059542
1143,68,0,-116.0002821,32.73081651,149.998857
1144,68,0,-116.0003714,32.7305626,150.0000666
1145,68,0,-116.0001623,32.7303499,150.0014719
1146,68,0,-115.9999382,32.7301668,149.9956431
1147,68,0,-115.9996922,32.73018632,150.001034
1148,68,0,-115.9993975,32.73031218,150.000112
1149,68,0,-115.999113,32.73045914,150.0005703
1150,68,0,-115.9988246,32.73059606,150.0019129
1151,68,0,-115.9985753,32.73079462,149.9979151
1152,68,0,-115.9983174,32.73097519,149.9999051
1153,68,0,-115.9980168,32.73100049,150.0096271
1154,68,0,-115.9981456,32.73072262,150.0025467
1155,68,0,-115.9983383,32.73046861,149.9897267
1156,68,0,-115.9985918,32.73027773,150.0000292
1157,68,0,-115.9988393,32.73008717,149.9998878
1158,68,0,-115.9990223,32.72982728,150.0013732
1159,68,0,-115.999254,32.72960751,149.9992796
1160,68,0,-115.9992947,32.72929641,149.9882352
1161,68,0,-115.9992274,32.72900163,149.9998996
1162,68,0,-115.9991509,32.72870818,149.9992337
1163,68,0,-115.99908,32.72841982,150.0017987
1164,68,0,-115.9988893,32.72817526,149.9994155
1165,68,0,-115.998654,32.72796166,149.9996349
1166,68,0,-115.9985739,32.72771602,150.013673
1167,68,0,-115.9982766,32.72782347,150.0000593
1168,68,0,-115.9980272,32.72798322,149.9913373
1169,68,0,-115.9978709,32.72783759,149.9999356
1170,68,0,-115.9975921,32.72782503,149.9999961
1171,68,0,-115.9973322,32.72767166,150.004718
1172,68,0,-115.9972309,32.72741242,150.0002228
1173,68,0,-115.997462,32.72719124,149.9969451
1174,68,0,-115.9975594,32.72702887,150.0114022
1175,68,0,-115.9972896,32.72688088,150.0563137
1176,68,0,-115.9970029,32.72675913,149.9998391
1177,68,0,-115.9967143,32.72664113,149.9982822
1178,68,0,-115.9969166,32.72657825,149.9918959
1179,68,0,-115.9970052,32.72645095,150.005605
1180,68,0,-115.9968301,32.72622473,150.0195264
1181,68,0,-115.9965445,32.72623268,149.9377008
1182,68,0,-115.9963798,32.72606461,149.9998452
1183,68,0,-115.9961532,32.72590395,149.9959095
1184,68,0,-115.9960648,32.72578157,150.0000001
1185,69,0,-116.0077235,32.73486111,160
1186,69,0,-116.0077536,32.73467562,160.0000574
1187,69,0,-116.0080578,32.73461681,160.0002095
1188,69,0,-116.0081282,32.73446847,159.9861519
1189,69,0,-116.0080724,32.7342223,160.0076369
1190,69,0,-116.007969,32.73400039,160.0194173
1191,69,0,-116.0077864,32.73392092,160.0053833
1192,69,0,-116.0075251,32.73385685,159.9904816
1193,69,0,-116.0072656,32.73369973,159.999811
1194,69,0,-116.0073716,32.73342099,160.0001791
1195,69,0,-116.007581,32.73320331,159.9944173
1196,69,0,-116.0075475,32.73291381,159.999685
1197,69,0,-116.0073136,32.73275941,159.9987828
1198,69,0,-116.0070855,32.73271119,159.9976702
1199,69,0,-116.0071125,32.7324358,160.0226488
1200,69,0,-116.0067962,32.73239458,159.9874106
1201,69,0,-116.0069124,32.7322835,160.0190003
1202,69,0,-116.0068364,32.73215197,159.9821467
1203,69,0,-116.0065676,32.73219086,159.9977932
1204,69,0,-116.0062542,32.73217593,160.0000001
1205,69,0,-116.0059378,32.73216807,160.0020541
1206,69,0,-116.0057975,32.73205309,159.9974213
1207,69,0,-116.0058222,32.73189121,159.9994644
1208,69,0,-116.0055351,32.73189489,159.998112
1209,69,0,-116.0052171,32.73189839,159.9995965
1210,69,0,-116.0054776,32.73172695,159.9992481
1211,69,0,-116.0053789,32.73151528,159.9956372
1212,69,0,-116.0050954,32.73141126,159.995937
1213,69,0,-116.0049029,32.73122925,160.0015885
